"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"HGF2_Early_R1"	"HGF2_Early_R2"	"HGF2_Early_R3"	"HGF2_Late_R1"	"HGF2_Late_R2"	"HGF2_Late_R13"
"RCHGF000383"	0	1	1	0	0	1	29	89	42	35	26	26
"RCHGF000384"	0	0	0	0	0	0	16	15	23	36	9	32
"RCHGF000385"	4	0	0	0	0	0	130	111	124	168	168	150
"RCHGF000386"	0	0	0	0	0	0	43	47	73	44	37	42
"RCHGF000387"	0	0	0	0	0	0	35	51	32	37	38	22
"RCHGF000388"	0	0	1	0	0	0	52	63	60	52	51	71
"RCHGF000389"	1	1	0	0	0	0	102	84	94	56	49	43
"RCHGF000390"	0	3	0	0	0	0	92	155	99	94	104	100
"RCHGF000391"	18	4	7	0	2	0	1085	1144	1026	397	544	414
"RCHGF000392"	2	0	1	1	0	3	284	315	225	153	176	165
"RCHGF000393"	1	1	2	0	0	3	197	267	145	702	608	497
"RCHGF000394"	2	3	0	0	1	0	194	248	140	526	435	392
"RCHGF000395"	7	7	6	0	7	0	355	443	244	302	283	214
"RCHGF000396"	0	4	7	0	1	0	330	375	203	179	161	167
"RCHGF000397"	0	1	0	0	0	0	120	102	103	92	71	47
"RCHGF000398"	8	7	2	2	0	0	967	986	619	489	501	420
"RCHGF000399"	5	3	1	0	0	4	627	589	250	207	267	233
"RCHGF000400"	1	1	0	0	0	0	30	36	24	24	10	12
"RCHGF000401"	0	0	0	0	0	0	55	45	34	26	27	30
"RCHGF000402"	1	2	1	2	0	0	726	609	837	370	461	366
"RCHGF000403"	1	3	4	1	1	0	1743	1484	1875	1699	1302	1031
"RCHGF000404"	0	0	0	0	0	0	23	21	24	9	4	5
"RCHGF000405"	2	1	0	2	1	0	140	128	99	47	34	32
"RCHGF000406"	0	0	1	0	0	1	141	126	92	54	45	30
"RCHGF000407"	1	4	4	0	0	5	392	427	314	118	92	97
"RCHGF000408"	1	0	2	0	0	0	1308	1172	599	183	203	161
"RCHGF000409"	1	0	2	0	0	0	276	327	266	137	106	95
"RCHGF000410"	1	5	1	0	0	0	784	626	554	2433	1863	1436
"RCHGF000411"	3	4	0	4	1	0	909	759	605	11916	10076	7237
"RCHGF000412"	0	1	0	0	0	0	78	101	93	4413	3949	2741
"RCHGF000413"	5	6	5	3	3	1	2120	2080	2444	2193	1773	1229
"RCHGF000414"	4	1	2	1	3	1	281	265	267	2106	1638	1712
"RCHGF000415"	22	26	22	5	20	7	6612	5478	12452	6622	5549	3272
"RCHGF000416"	30	71	44	18	15	13	7892	8525	5793	5118	7282	6293
"RCHGF000417"	6	8	3	0	6	0	1261	1322	1111	678	964	759
"RCHGF000418"	14	19	10	7	9	5	3780	3731	2962	2289	3500	3143
"RCHGF000419"	6	4	1	1	0	0	792	693	575	443	524	373
"RCHGF000420"	2	3	3	2	6	0	1130	1272	2009	415	347	323
"RCHGF000421"	9	6	13	4	1	1	2022	2050	1472	1215	1378	1201
"RCHGF000422"	0	1	0	0	0	0	109	122	100	105	99	94
"RCHGF000423"	0	1	0	0	0	0	197	229	154	239	180	163
"RCHGF000424"	0	1	2	0	0	0	86	94	79	94	56	62
"RCHGF000425"	0	5	1	0	0	0	136	208	104	194	164	145
"RCHGF000426"	5	2	0	0	0	0	145	175	124	218	232	199
"RCHGF000427"	1	1	1	0	0	0	144	141	107	228	212	171
"RCHGF000428"	0	1	0	0	1	0	62	68	73	74	65	47
"RCHGF000429"	1	2	0	0	0	0	49	86	67	51	37	15
"RCHGF000430"	1	3	0	0	1	0	238	270	208	382	362	327
"RCHGF000431"	2	1	0	0	0	0	127	148	128	400	292	275
"RCHGF000432"	4	0	1	0	0	0	279	200	136	396	398	366
"RCHGF000433"	2	0	0	0	1	0	492	497	289	658	490	480
"RCHGF000434"	0	0	0	1	0	0	129	133	69	183	162	172
"RCHGF000435"	2	3	0	0	0	0	109	139	66	207	155	127
"RCHGF000436"	1	0	0	0	1	0	118	184	51	92	68	64
"RCHGF000437"	17	17	2	1	3	6	2204	3184	998	895	928	906
"RCHGF000438"	8	9	4	3	0	5	2279	3234	1164	928	1253	1035
"RCHGF000439"	6	1	3	1	0	1	939	1188	726	412	540	451
"RCHGF000440"	1	0	0	0	0	0	347	417	141	145	149	119
"RCHGF000441"	11	2	3	1	2	3	1347	1428	1090	1510	2270	2049
"RCHGF000442"	9	21	5	10	4	5	6532	6656	6017	3423	4524	3961
"RCHGF000443"	17	24	9	5	10	10	18887	19437	12234	11814	16121	12360
"RCHGF000444"	0	1	3	0	0	0	2761	2253	2115	1299	1267	920
"RCHGF000445"	1	0	0	0	0	0	364	379	712	279	108	93
"RCHGF000446"	4	3	0	0	0	0	547	465	291	183	287	217
"RCHGF000447"	0	0	0	0	0	0	5	8	5	11	8	11
"RCHGF000448"	0	0	0	0	0	0	3	4	3	11	12	14
"RCHGF000449"	7	10	7	0	8	3	6005	6550	4192	4346	4584	3830
"RCHGF000450"	10	21	12	6	9	1	5032	4726	3918	2981	3846	3436
"RCHGF000451"	0	0	0	0	0	0	5	11	9	4	9	0
"RCHGF000452"	0	1	1	3	0	0	347	396	677	552	341	308
"RCHGF000453"	10	5	7	0	1	1	3870	4297	3124	3166	3352	2551
"RCHGF000454"	1	18	4	4	3	5	3983	4425	4027	3048	4657	3980
"RCHGF000455"	23	36	19	18	4	4	9012	9616	8720	6448	9223	8148
"RCHGF000457"	17	9	5	8	2	5	5940	5488	8186	2402	3219	2523
"RCHGF000459"	3	3	3	0	1	0	919	589	328	221	238	241
"RCHGF000460"	3	4	10	1	1	1	2043	1749	1554	921	1311	1098
"RCHGF000461"	2	3	5	2	1	0	819	800	682	308	323	318
"RCHGF000462"	10	10	7	5	2	5	2689	2346	1787	927	1085	1077
"RCHGF000463"	0	2	1	0	2	0	1077	1084	2110	242	274	180
"RCHGF000464"	4	9	3	2	3	1	2233	1807	2049	809	644	542
"RCHGF000465"	5	8	9	0	0	1	2095	2128	1589	875	1002	865
"RCHGF000466"	8	11	20	7	11	2	7758	7328	6231	3577	4210	3392
"RCHGF000467"	20	15	8	2	6	4	5541	6015	4745	2911	3921	3458
"RCHGF000468"	2	9	1	2	2	4	2077	2053	1656	1192	1964	1729
"RCHGF000469"	3	8	0	1	2	0	718	808	645	425	607	501
"RCHGF000470"	0	2	2	0	1	1	762	776	573	394	666	623
"RCHGF000471"	0	2	5	2	0	0	897	1076	692	564	767	704
"RCHGF000472"	1	2	1	3	2	0	1425	1432	1336	656	922	769
"RCHGF000473"	1	1	0	0	0	0	144	143	87	73	101	52
"RCHGF000474"	3	0	6	0	0	0	441	446	565	197	173	160
"RCHGF000475"	25	32	27	12	11	5	6550	5224	3419	2326	2319	2158
"RCHGF000476"	0	0	0	0	0	0	22	28	22	20	21	4
"RCHGF000477"	2	0	0	0	2	0	1123	1211	608	697	917	793
"RCHGF000478"	8	11	8	8	2	5	4839	5220	3508	2467	3619	2742
"RCHGF000479"	10	4	6	0	1	5	3075	3079	3137	2008	2735	2234
"RCHGF000480"	4	2	11	1	3	2	2944	3249	2574	1771	2068	1832
"RCHGF000481"	3	1	0	1	0	0	263	210	252	105	181	190
"RCHGF000482"	2	1	0	1	2	0	458	432	369	440	528	406
"RCHGF000483"	9	6	3	2	1	1	1188	1349	1039	1163	1324	1094
"RCHGF000484"	3	12	8	3	0	4	7652	7739	6594	3916	5913	4921
"RCHGF000485"	1	0	2	0	0	2	1228	1256	1385	669	1135	991
"RCHGF000486"	0	0	0	0	0	0	13	23	25	2	12	7
"RCHGF000487"	1	0	1	0	0	0	155	174	110	199	164	164
"RCHGF000488"	0	3	2	0	0	0	179	139	69	116	80	75
"RCHGF000489"	7	5	0	0	3	1	404	425	307	270	284	265
"RCHGF000490"	0	0	0	0	0	0	50	87	36	17	51	36
"RCHGF000491"	5	12	4	1	1	0	1084	1286	717	623	758	648
"RCHGF000492"	10	9	10	8	10	4	2194	2213	1404	2306	1975	1905
"RCHGF000493"	2	3	3	0	0	0	283	275	203	206	234	292
"RCHGF000494"	18	13	14	8	3	5	6015	5777	7936	3081	3417	2694
"RCHGF000495"	0	2	10	3	1	0	1049	1032	496	712	527	442
"RCHGF000496"	0	0	1	1	0	0	900	1152	669	579	634	602
"RCHGF000497"	2	1	2	0	1	0	625	768	403	388	467	445
"RCHGF000498"	16	11	5	2	7	3	3319	4032	1592	1618	2078	1974
"RCHGF000499"	6	3	2	1	2	2	2995	3531	1540	1655	1791	1918
"RCHGF000500"	2	17	9	2	8	4	3544	3803	2136	2049	2691	2607
"RCHGF000501"	6	14	9	2	0	0	1429	1465	1348	1043	1244	1095
"RCHGF000502"	1	4	1	1	5	0	1974	2467	1426	1443	1729	1559
"RCHGF000503"	2	3	5	0	2	3	936	1005	560	539	671	652
"RCHGF000504"	9	11	11	5	2	0	3149	3597	1641	4860	4417	4098
"RCHGF000505"	17	19	7	5	5	5	2287	2378	1790	3375	4048	3364
"RCHGF000506"	0	0	0	0	0	0	38	56	36	15	23	17
"RCHGF000507"	0	1	1	0	0	0	449	405	385	176	214	163
"RCHGF000508"	1	1	0	0	3	1	987	886	1304	388	523	362
"RCHGF000509"	0	0	2	0	0	0	73	61	86	41	25	9
"RCHGF000510"	0	1	1	0	0	0	29	42	44	7	7	9
"RCHGF000512"	0	0	0	0	1	0	168	176	172	137	185	126
"RCHGF000513"	14	14	11	1	1	0	2039	2208	1760	1855	2776	2385
"RCHGF000514"	8	3	1	0	0	0	721	795	630	567	1000	934
"RCHGF000515"	0	2	2	0	0	0	442	481	326	263	460	376
"RCHGF000516"	2	0	2	0	0	0	154	174	111	173	236	161
"RCHGF000517"	6	0	1	0	0	0	851	1007	1027	846	1040	1018
"RCHGF000518"	0	4	1	0	0	0	391	438	203	1453	1116	874
"RCHGF000519"	7	0	2	1	0	0	647	756	476	438	509	450
"RCHGF000520"	0	3	5	0	0	0	644	639	287	466	635	465
"RCHGF000521"	1	2	1	0	1	0	920	1144	543	664	894	759
"RCHGF000522"	0	1	4	1	1	0	607	760	276	483	416	380
"RCHGF000523"	1	0	3	0	0	0	247	272	147	147	279	188
"RCHGF000524"	0	0	2	0	0	0	1007	795	804	280	316	254
"RCHGF000526"	0	0	0	0	0	0	124	89	154	20	14	28
"RCHGF000527"	0	0	0	0	0	0	99	87	88	50	32	14
"RCHGF000528"	7	2	0	0	1	0	294	337	319	89	164	99
"RCHGF000529"	1	0	0	0	0	0	319	320	385	143	146	136
"RCHGF000530"	5	10	3	4	5	6	9131	7086	21599	4482	5228	3801
"RCHGF000531"	3	3	3	0	1	1	313	281	311	118	98	73
"RCHGF000532"	1	4	5	2	0	0	325	308	246	120	121	93
"RCHGF000533"	3	2	3	2	0	0	934	1002	632	263	290	220
"RCHGF000534"	4	2	4	3	1	4	724	845	1096	351	334	237
"RCHGF000535"	35	25	23	20	18	12	8681	7909	7601	4488	4529	3152
"RCHGF000536"	2	1	1	0	0	0	270	221	141	149	106	76
"RCHGF000537"	8	13	11	5	2	3	2672	2762	3955	1942	2287	1714
"RCHGF000538"	2	3	3	0	0	0	240	305	214	74	75	80
"RCHGF000539"	14	7	8	1	2	0	3040	3147	1737	2125	2619	2211
"RCHGF000540"	13	17	8	3	5	3	6290	6271	5187	3511	4514	4285
"RCHGF000541"	1	9	2	3	1	1	1292	1293	942	542	777	569
"RCHGF000542"	8	10	8	2	1	0	372	435	224	191	235	188
"RCHGF000543"	1	3	9	3	0	0	683	733	454	489	493	447
"RCHGF000544"	8	4	3	2	1	2	1394	1423	1316	1152	1415	1109
"RCHGF000545"	14	10	17	12	7	8	6662.83	5722.12	9637.18	2107	1749	1590.43
"RCHGF000546"	0	0	0	0	0	0	6	3	7	0	0	0
"RCHGF000547"	1	8	2	1	0	0	166	164	176	3235	1730	1524
"RCHGF000548"	0	0	0	0	0	0	68	57	98	63	120	102
"RCHGF000549"	1	0	0	1	0	0	81	71	63	81	81	66
"RCHGF000550"	0	0	0	1	1	0	195	198	109	292	269	247
"RCHGF000551"	0	0	0	0	0	0	133	144	124	123	98	101
"RCHGF000552"	1	4	2	0	0	4	1096	1156	1240	410	321	264
"RCHGF000553"	3	0	0	0	0	0	45	68	31	112	99	82
"RCHGF000554"	2	0	1	2	0	0	315	340	176	290	276	212
"RCHGF000555"	0	0	1	0	0	0	49	73	43	43	52	26
"RCHGF000556"	1	1	1	1	2	0	358	467	229	182	188	202
"RCHGF000557"	0	2	3	0	0	0	838	785	653	680	1025	838
"RCHGF000558"	3	2	5	0	0	1	443	490	434	399	569	446
"RCHGF000559"	8	5	3	1	0	0	597	489	707	448	631	604
"RCHGF000560"	3	6	2	0	0	0	1388	1338	1228	1076	1285	1013
"RCHGF000561"	0	0	1	0	0	0	390	470	348	312	283	220
"RCHGF000562"	0	0	1	2	0	1	152	165	74	117	165	149
"RCHGF000563"	4	5	2	1	0	1	2592	2553	3351	2045	2513	2113
"RCHGF000564"	5	3	0	0	0	0	390	383	233	2504	2640	2333
"RCHGF000565"	5	4	1	1	1	1	1496	1350	1326	1081	1260	969
"RCHGF000566"	0	2	2	3	0	0	324	317	264	243	308	254
"RCHGF000567"	3	2	4	0	2	0	794	869	663	519	985	757
"RCHGF000568"	7	10	9	3	4	1	1775	1863	1154	1417	1771	1492
"RCHGF000569"	29	34	45	12	12	16	5664	5760	3064	3776	4409	3174
"RCHGF000570"	10	14	11	2	11	4	896	1000	581	657	946	779
"RCHGF000571"	60	68	76	32	23	32	5678	6147	2711	4230	4653	3934
"RCHGF000572"	4	5	5	1	0	0	1365	1490	1599	735	947	727
"RCHGF000573"	23	36	40	9	8	13	12000	12816	7564	10270	13044	11312
"RCHGF000574"	23	40	18	16	7	11	6071	6406	4352	4404	6676	5475
"RCHGF000575"	12	8	8	1	10	7	2485	2446	1676	1010	856	741
"RCHGF000576"	3	4	0	1	2	3	1004	1086	536	1803	2990	2525
"RCHGF000577"	3	5	0	0	2	0	425	395	184	1250	1860	1502
"RCHGF000578"	0	6	9	0	2	0	1008	1091	440	2970	4546	3780
"RCHGF000579"	12	17	8	4	2	5	1400	1480	1210	987	1039	965
"RCHGF000580"	2	0	2	0	1	3	313	320	330	263	294	229
"RCHGF000581"	15	19	21	10	7	7	3150	3144	3066	2008	2133	1744
"RCHGF000582"	1	5	1	1	0	0	219	245	138	775	730	651
"RCHGF000583"	0	1	2	2	0	1	3017	2661	2998	2458	2477	1987
"RCHGF000584"	1	1	0	0	2	2	1066	1030	1332	889	938	797
"RCHGF000585"	1030	1348	1250	482	506	465	110782	123413	95952	35646	46686	37695
"RCHGF000586"	3	1	3	1	0	0	800	847	970	666	1045	789
"RCHGF000587"	2	3	4	4	0	0	832	916	866	617	902	667
"RCHGF000588"	1	0	0	0	0	0	482	439	381	72	52	46
"RCHGF000589"	4	7	7	1	0	2	1879	1605	2991	1367	1154	886
"RCHGF000590"	1	3	4	0	0	0	203	147	205	131	119	130
"RCHGF000592"	8	20	11	10	7	12	3211	3403	2830	2795	2459	2198
"RCHGF000594"	3	8	3	1	7	1	4031	4287	6560	2692	2733	2014
"RCHGF000595"	4	0	3	24	3	2	4452	4098	9311	3060	3936	2699
"RCHGF000596"	0	0	0	1	0	0	59	42	245	17	149	118
"RCHGF000597"	1	0	0	0	0	4	336	197	1189	6	697	321
"RCHGF000598"	10	2	0	1	1	3	5506	4679	11383	2776	5203	3572
"RCHGF000599"	5	0	1	2	0	1	3821	3834	9455	3470	4079	2588
"RCHGF000600"	2	1	0	1	5	1	4472	4421	9750	3976	3816	2553
"RCHGF000601"	5	3	3	2	0	2	3237	2433	7011	1536	3132	2144
"RCHGF000602"	6	15	6	0	2	0	5255	4386	11671	4193	5027	3546
"RCHGF000603"	2	3	1	0	1	1	1545	1462	3734	1254	1551	1071
"RCHGF000604"	6	6	7	11	9	4	4963	4460	7848	4352	4700	3296
"RCHGF000605"	2	10	10	3	3	1	3919	3362	5546	3242	3041	2087
"RCHGF000606"	3	8	6	3	0	2	4642	3491	6510	3074	3536	2354
"RCHGF000607"	2	3	1	0	3	1	7365	7257	9791	2331	2861	2015
"RCHGF000608"	4	1	2	0	0	1	2978	2625	3834	881	1217	895
"RCHGF000609"	8	1	0	2	1	1	3962	3488	7043	1578	2034	1398
"RCHGF000610"	2	3	0	1	1	0	3558	3231	5455	1314	1625	1006
"RCHGF000611"	1	2	0	0	0	0	803	684	1793	596	793	608
"RCHGF000612"	9	2	1	6	2	2	3898	3575	7911	1851	2315	1373
"RCHGF000613"	10	2	0	5	3	1	2493	804	7984	261	2614	1674
"RCHGF000614"	1	3	2	2	0	2	3632	3491	6715	1651	1646	1117
"RCHGF000615"	6	4	5	2	0	0	4318	3193	8934	1132	1978	1307
"RCHGF000616"	0	3	0	0	1	1	1558	1221	2225	499	548	362
"RCHGF000617"	2	5	5	4	0	1	3001	2395	2281	814	638	493
"RCHGF000618"	13	19	20	3	11	8	8542	6791	9833	2226	2425	1710
"RCHGF000619"	28	33	34	15	19	14	29914	26342	20800	15846	13430	9276
"RCHGF000620"	24	7	11	5	7	6	4216	3859	4620	1923	1928	1527
"RCHGF000621"	2	3	1	0	1	0	211	159	417	106	122	60
"RCHGF000622"	0	0	0	0	0	0	3	4	14	1	3	3
"RCHGF000623"	3	0	0	0	0	0	218	136	261	66	97	63
"RCHGF000624"	1	0	0	0	0	0	139	129	106	36	18	29
"RCHGF000625"	0	3	0	0	0	0	28	39	71	26	15	7
"RCHGF000626"	1	4	4	1	0	0	832	579	739	181	310	210
"RCHGF000627"	21	18	8	7	13	11	8006.94	9119.16	6446.15	3286.29	3328.85	2788.43
"RCHGF000628"	0	0	0	3	0	0	21.2688	15.7438	10	2	4	2
"RCHGF000629"	1	4	0	1	0	3	171.906	178.466	127.706	67.0063	39	38
"RCHGF000631"	0	5	5	5	0	2	1858	1557	2482	803	1197	926
"RCHGF000632"	1	3	4	0	1	3	2216	1883	2000	936	1098	882
"RCHGF000633"	0	0	0	0	0	0	14	10	20	20	12	8
"RCHGF000634"	1	0	0	0	0	0	136	121	138	99	85	75
"RCHGF000635"	19	7	12	3	9	6	1530	1737	1142	1112	1912	1482
"RCHGF000636"	46	51	32	17	14	15	4230	4918	2181	3327	5271	4378
"RCHGF000637"	1	6	2	1	1	0	1648	1671	1023	1473	3056	2454
"RCHGF000638"	7	3	2	0	9	0	2218	2656	1602	2181	3647	2982
"RCHGF000639"	1	5	0	3	3	0	797	827	675	5164	6808	5079
"RCHGF000640"	0	0	0	2	1	1	418	382	312	374	401	326
"RCHGF000641"	13	9	8	2	7	2	4191	4263	3165	2522	3729	3398
"RCHGF000642"	17	12	21	3	8	4	4064	3542	3353	2559	3930	3017
"RCHGF000643"	5	13	8	3	5	1	6994	5827	7072	4515	3192	2472
"RCHGF000644"	0	0	0	0	0	0	48	38	41	7	6	8
"RCHGF000645"	0	3	4	1	1	0	1172	1321	952	442	577	498
"RCHGF000646"	2	5	0	1	0	0	140	221	90	33632	6428	8383
"RCHGF000647"	5	12	8	0	2	0	794	734	318	3440	2305	2344
"RCHGF000648"	3	2	3	4	2	1	468	490	196	1703	1410	1346
"RCHGF000649"	0	0	0	0	1	0	23	16	10	40	27	17
"RCHGF000650"	7	9	5	1	0	3	633	720	266	604	538	540
"RCHGF000651"	0	0	1	0	0	0	14	16	5	15	37	19
"RCHGF000652"	3	1	1	0	0	6	847	660	761	616	378	357
"RCHGF000653"	2	0	0	0	0	0	26	85	6	4	10	3
"RCHGF000654"	3	0	2	0	0	2	476	486	255	157	194	176
"RCHGF000655"	4	3	1	0	1	0	341	477	453	196	162	186
"RCHGF000656"	0	0	0	0	1	1	64	86	138	63	38	24
"RCHGF000657"	3	2	1	2	0	3	681	733	464	345	293	258
"RCHGF000658"	0	0	0	0	0	0	4	10	5	3	0	2
"RCHGF000659"	12	31	19	13	12	4	5102	5061	4385	4064	4315	3306
"RCHGF000660"	1	3	1	0	0	0	451	395	353	127	181	163
"RCHGF000661"	1	1	0	1	0	0	985	1012	1008	328	323	263
"RCHGF000662"	0	0	0	0	0	0	64	66	42	21	30	21
"RCHGF000663"	3	12	0	1	0	0	453	496	207	150	151	118
"RCHGF000664"	74	94	57	31	42	35	5291	6203	2326	1510	1817	1716
"RCHGF000665"	1	4	2	0	0	0	304	412	406	207	220	139
"RCHGF000666"	6	3	2	0	0	5	473	463	394	164	234	162
"RCHGF000667"	6	7	6	1	1	0	731	854	588	534	542	433
"RCHGF000668"	4	13	3	7	1	1	3036	3067	2712	1971	2496	2219
"RCHGF000669"	0	0	0	0	0	0	1	8	4	3	2	1
"RCHGF000670"	1	4	1	0	1	0	721	660	531	305	342	308
"RCHGF000671"	0	0	0	0	0	0	3	12	14	2	2	1
"RCHGF000672"	1	7	3	1	0	0	770	979	707	495	522	440
"RCHGF000673"	0	1	2	0	0	0	264	309	193	134	179	118
"RCHGF000674"	0	0	1	0	0	0	35	56	44	20	28	11
"RCHGF000675"	27	41	41	10	9	14	9717	10825	5211	3542	4210	3491
"RCHGF000676"	0	1	2	1	0	0	610	699	319	1176	1155	872
"RCHGF000677"	8	8	11	1	2	6	1297	1451	904	1095	1294	1020
"RCHGF000678"	5	12	8	0	2	6	1728	1720	1566	1234	1838	1372
"RCHGF000679"	0	0	0	0	0	0	72	57	24	14	9	16
"RCHGF000680"	16	16	9	6	11	7	1989	2022	1464	1142	1287	1174
"RCHGF000681"	3	0	6	0	0	0	338	350	369	246	306	194
"RCHGF000682"	2	3	2	1	0	1	685	710	516	427	546	385
"RCHGF000683"	4	26	4	5	4	1	1005	1194	614	528	635	461
"RCHGF000684"	0	0	1	0	0	0	65	56	41	32	20	34
"RCHGF000685"	22	36	14	19	12	23	4151	3802	2703	3073	4034	3417
"RCHGF000686"	21	18	9	8	10	4	4547	4515	3773	3634	5341	4457
"RCHGF000687"	1	16	3	2	1	0	855	1023	782	367	505	370
"RCHGF000688"	4	8	6	2	0	1	877	824	554	520	582	527
"RCHGF000689"	0	2	0	0	0	0	117	109	32	32	32	43
"RCHGF000690"	6	1	3	1	0	2	858	907	605	394	494	440
"RCHGF000691"	0	1	0	0	0	0	68	82	83	947	804	540
"RCHGF000692"	1	4	0	0	0	0	141	143	97	80	84	52
"RCHGF000693"	2	1	2	0	0	0	175	158	120	125	78	80
"RCHGF000694"	0	0	0	0	0	0	41	31	23	16	10	17
"RCHGF000695"	0	0	0	0	4	0	90	129	68	38	25	34
"RCHGF000696"	2	1	0	0	0	3	48	56	29	44	10	24
"RCHGF000697"	5	12	15	0	1	1	890	1017	730	588	618	590
"RCHGF000698"	3	1	3	1	0	0	333	408	187	181	225	186
"RCHGF000699"	3	9	2	0	1	1	306	259	195	459	514	514
"RCHGF000700"	1	2	3	0	0	3	342	371	252	230	339	256
"RCHGF000701"	4	15	1	7	2	4	1441	1537	2147	1020	1698	1356
"RCHGF000702"	9	4	1	1	0	2	558	673	340	785	1062	916
"RCHGF000703"	1	0	2	1	0	0	111	159	108	246	342	259
"RCHGF000704"	0	0	2	0	1	1	206	208	145	439	615	457
"RCHGF000705"	1	0	0	2	0	0	186	180	159	117	128	122
"RCHGF000706"	5	0	8	0	1	0	331	334	229	323	466	388
"RCHGF000707"	4	3	6	4	0	0	474	516	300	607	659	620
"RCHGF000708"	31	21	12	8	4	18	11764	10652	7437	6970	7134	5871
"RCHGF000709"	0	0	0	0	3	0	415	476	496	1385	1704	1534
"RCHGF000710"	21	15	2	6	2	3	9525	10034	8065	54934	83179	72854
"RCHGF000711"	17	16	5	12	0	0	10892	12694	7864	68812	94236	81354
"RCHGF000712"	5	2	0	0	2	1	4803	4542	6114	13335	25254	23732
"RCHGF000713"	5	0	0	6	0	3	7488	7638	6865	20900	28119	25393
"RCHGF000714"	1	2	3	0	2	0	244	215	245	207	297	247
"RCHGF000715"	3	3	5	1	1	1	424	457	281	892	1143	1101
"RCHGF000716"	1	0	1	0	0	0	1989	1641	938	685	760	631
"RCHGF000717"	1	2	0	0	0	0	718	618	579	681	1041	858
"RCHGF000718"	0	5	2	2	1	0	634	489	700	587	902	668
"RCHGF000719"	1	0	1	0	0	0	1975	1545	1695	1817	2364	1737
"RCHGF000720"	6	1	0	0	0	0	380	448	282	404	546	422
"RCHGF000721"	5	1	1	1	0	0	189	199	177	205	306	229
"RCHGF000722"	2	0	3	0	1	0	187	187	169	202	263	236
"RCHGF000723"	3	2	0	4	0	1	457	505	380	491	697	546
"RCHGF000724"	3	0	0	2	0	0	473	510	494	306	449	381
"RCHGF000725"	4	2	6	2	3	1	632	627	483	297	408	300
"RCHGF000726"	2	5	1	0	1	0	232	241	171	108	138	120
"RCHGF000727"	5	1	2	0	1	2	1289	1492	738	623	756	623
"RCHGF000728"	59	41	70	13	16	22	16204	18734	9406	5544	7397	6092
"RCHGF000729"	24	27	19	16	19	10	4063	3765	2905	2880	3730	3174
"RCHGF000730"	7	12	2	0	5	0	149	138	125	97	85	57
"RCHGF000731"	8	10	6	1	0	1	2284	2078	2488	1487	2164	1866
"RCHGF000732"	2	11	5	1	3	0	941	1017	836	574	732	602
"RCHGF000733"	0	0	0	0	1	0	11	23	4	5	10	13
"RCHGF000734"	1	2	2	2	2	0	146	161	120	469	347	300
"RCHGF000735"	1	3	9	0	1	0	1324	1074	1278	498	604	423
"RCHGF000736"	48	95	65	14	18	21	5613	7073	2529	5031	6744	6014
"RCHGF000737"	18	45	25	12	20	3	2258	2426	1144	2139	2514	2031
"RCHGF000738"	18	31	36	17	5	16	2010	2451	1299	1906	2270	1838
"RCHGF000739"	0	1	3	0	1	0	575	648	464	409	633	443
"RCHGF000740"	3	1	6	0	0	2	614	752	285	149	140	121
"RCHGF000741"	7	8	5	0	3	0	2377	2251	750	722	913	736
"RCHGF000742"	0	2	0	0	0	0	296	389	97	90	93	48
"RCHGF000743"	0	0	1	0	1	0	680	778	379	1424	1633	1188
"RCHGF000744"	0	1	1	0	0	0	55	63	23	2315	3009	2299
"RCHGF000745"	1	2	2	0	0	0	153	160	88	3298	3114	2382
"RCHGF000746"	2	0	0	1	0	0	36	69	63	16516	13860	10825
"RCHGF000747"	6	7	0	3	0	0	245	317	187	33105	29844	24048
"RCHGF000748"	0	0	0	0	0	0	79	64	48	1246	984	816
"RCHGF000749"	1	2	7	1	0	2	572	587	331	1157	954	742
"RCHGF000750"	16	16	3	1	9	0	1720	2093	1741	935	1056	800
"RCHGF000751"	0	0	3	0	1	0	352	283	572	152	156	148
"RCHGF000752"	0	0	0	0	0	0	18	21	15	22	14	10
"RCHGF000753"	1	2	1	0	2	1	141	231	154	99	39	32
"RCHGF000754"	0	0	0	0	0	0	11	32	4	9	2	2
"RCHGF000755"	5	10	0	0	0	1	311	318	246	233	259	232
"RCHGF000756"	2	3	7	2	1	0	274	227	291	235	256	208
"RCHGF000757"	0	0	0	0	0	0	20	42	23	10	11	7
"RCHGF000758"	3	2	4	7	4	4	2235	2074	3523	1999	2161	1536
"RCHGF000759"	0	0	0	0	0	0	146	178	131	135	214	139
"RCHGF000760"	6	6	1	0	0	0	856	713	1029	642	1091	810
"RCHGF000762"	9	8	7	3	0	5	2649	2812	2275	921	1245	1098
"RCHGF000763"	0	0	0	0	0	0	287	264	268	171	195	146
"RCHGF000764"	2	5	4	0	3	3	880	872	766	537	407	342
"RCHGF000765"	8	12	5	3	6	2	988	1241	605	526	546	540
"RCHGF000766"	6	0	2	0	0	0	265	289	214	178	185	171
"RCHGF000767"	0	0	2	1	1	0	242	191	144	171	117	112
"RCHGF000769"	0	0	1	0	0	0	92	123	27	33	51	51
"RCHGF000770"	2	4	0	0	0	0	258	222	193	272	222	223
"RCHGF000771"	13	10	5	2	0	4	995	928	750	308	508	440
"RCHGF000772"	7	7	5	4	1	1	1250	1400	548	584	739	700
