"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"PT33_Early_R1"	"PT33_Early_R2"	"PT33_Early_R3"	"PT33_Late_R1"	"PT33_Late_R2"	"PT33_Late_R3"
"RVCYZ001302"	141	176	110	156	136	104	193	348	272	753	863	724
"RVCYZ001303"	874	1118	609	926	774	528	1303	2135	621	4260	4318	4307
"RVCYZ001304"	41	45	22	40	23	35	68	110	68	203	193	240
"RVCYZ001305"	1152	1508	1020	1206	942	857	1175	1702	1191	2878	2970	2909
"RVCYZ001307"	75	79	63	41	33	23	81	121	118	360	397	305
"RVCYZ001308"	2548	2962	2183	1834	1551	1449	2477	3267	4068	3737	3868	4022
"RVCYZ001309"	3690	4397	3196	2535	2094	2066	3801	4532	5177	5083	5263	5561
"RVCYZ001310"	3452	4058	2862	2277	1929	1865	3707	4905	5367	6900	6852	7048
"RVCYZ001311"	4912	5979	4418	3497	2956	2821	4891	6292	5626	6468	6912	7113
"RVCYZ001312"	2640	3262	2260	1596	1435	1145	2834	3576	2923	4985	5196	5521
"RVCYZ001313"	1507	1594	1446	795	657	748	1254	1651	574	1275	1487	1521
"RVCYZ001314"	320	349	235	305	219	133	423	742	195	1697	1653	1761
"RVCYZ001315"	451	625	367	421	361	237	733	1268	274	2300	2667	2602
"RVCYZ001316"	3213	3809	2763	2414	1993	2006	3401	4233	1713	3696	3765	4414
"RVCYZ001317"	4892	5918	4493	2542	2069	2077	5000	5210	2806	3756	3702	4339
"RVCYZ001318"	7486	8823	6702	3155	2731	2732	8047	8603	4982	4851	4850	5657
"RVCYZ001319"	1331	1561	1218	1177	897	981	1405	1874	967	2236	2255	2220
"RVCYZ001320"	1273	1530	964	968	791	757	1335	1813	1702	2847	2752	3110
"RVCYZ001321"	1727	1820	2047	1232	1214	1283	1840	1852	2260	1532	1671	2147
"RVCYZ001322"	26390	32253	24281	18493	15651	16859	24638	24560	30222	15882	13875	17408
"RVCYZ001323"	18402	24729	18637	12387	10706	11740	17588	17591	17517	10004	7966	9534
"RVCYZ001324"	49670	63418	45815	38776	32289	36208	44917	45698	46502	30615	24258	28757
"RVCYZ001325"	26071	34275	25296	21481	17437	18153	21076	21991	23543	13403	10515	12381
"RVCYZ001326"	8163	10474	8351	6303	5597	5934	6982	7211	8492	3827	3308	3872
"RVCYZ001327"	3817	5214	4534	3217	3282	3232	2963	3509	1952	1068	801	1149
"RVCYZ001328"	11740	15065	11258	6314	5246	5661	9862	10332	15652	6594	5244	6328
"RVCYZ001329"	1597	2123	1465	1331	1043	1037	1945	2398	1504	3623	3667	3862
"RVCYZ001330"	8282	10856	7446	12455	10058	11174	10391	12087	5246	9237	8021	8111
"RVCYZ001331"	8921	10721	8575	12444	10241	12078	10727	12199	6259	6553	6211	6619
"RVCYZ001332"	119	147	103	129	81	82	119	257	118	594	534	494
"RVCYZ001333"	132	109	121	159	126	169	110	173	33	168	160	160
"RVCYZ001334"	135	148	87	76	71	64	149	215	17	494	531	469
"RVCYZ001335"	327	301	205	231	199	122	318	527	67	1184	1211	1211
"RVCYZ001336"	159	192	121	107	114	78	126	275	364	704	695	514
"RVCYZ001337"	939	1174	981	594	462	496	802	954	1354	730	664	592
"RVCYZ001338"	969	1181	999	501	377	408	780	886	1212	809	559	617
"RVCYZ001339"	456	646	425	348	297	237	421	757	897	1815	1667	1366
"RVCYZ001340"	32352	39525	33352	35837	31011	36270	34951	36733	21667	13705	12115	14045
"RVCYZ001341"	732	955	555	670	553	381	1022	1662	241	3066	3113	3231
"RVCYZ001342"	37869	47203	33578	32114	25715	27005	30277	32557	13272	17591	14544	15541
"RVCYZ001343"	48382	59146	43464	38987	32939	34672	41216	44801	34336	26685	22654	26914
"RVCYZ001344"	3223	3844	3116	1637	1413	1284	4020	4943	12484	6505	6556	6995
"RVCYZ001345"	3180	3962	2398	2655	2018	1532	4273	7515	2132	14683	14727	14935
"RVCYZ001346"	1185	1597	862	1131	902	624	1875	3057	522	5691	6283	6404
"RVCYZ001347"	8024	10240	7327	4911	4172	4066	7665	9014	2394	7914	8117	8464
"RVCYZ001348"	7978	9165	7571	7296	5839	6177	6803	7300	3471	2866	2566	3262
"RVCYZ001349"	1689	1931	1609	1055	937	946	2218	2709	2173	4033	4342	4609
"RVCYZ001350"	1286	1553	986	860	697	651	1472	1899	965	2580	2746	2801
"RVCYZ001351"	1356	1448	1059	793	626	619	1307	1864	3561	3166	2729	3444
"RVCYZ001352"	1713	1889	1285	1165	1004	783	1762	2775	1736	4618	4421	4712
"RVCYZ001353"	14064	18043	13201	11699	9464	10220	13798	16223	8719	12534	12174	13591
"RVCYZ001354"	2333	3058	2194	2074	1622	1481	2000	2303	4886	2236	2064	2230
"RVCYZ001355"	746	1008	768	587	516	491	675	989	1782	1344	1097	1233
"RVCYZ001356"	1965	2157	1655	1940	1780	1621	2476	3772	4802	7636	8130	8741
"RVCYZ001357"	3117	3643	2484	2213	1934	1816	3361	4594	17837	9768	9064	10195
"RVCYZ001358"	4646	5592	4540	3122	2602	2467	5185	5991	10303	7839	7674	8403
"RVCYZ001359"	543	638	529	291	211	228	554	676	1220	1216	1066	1231
"RVCYZ001360"	1888	2208	1676	1317	1179	1182	2239	2783	2962	4034	4138	4473
"RVCYZ001361"	7319	8723	6944	5388	4615	5062	7934	8877	5189	6596	6992	7749
"RVCYZ001362"	9618	11108	7863	5937	4673	4985	8213	9235	6560	7253	6419	8034
"RVCYZ001363"	2175	2652	1985	1387	1084	1284	1900	2184	1193	870	763	958
"RVCYZ001364"	506	688	375	460	336	290	714	1214	491	2378	2770	2735
"RVCYZ001365"	844	1017	711	538	476	312	1055	1582	1965	2833	3102	3018
"RVCYZ001366"	1651	1751	1319	842	716	606	1632	2157	2791	4047	3738	4372
"RVCYZ001367"	973	1252	945	715	580	569	1177	1495	1297	1980	1940	2156
"RVCYZ001368"	2658	2971	2105	1556	1462	1284	2502	3537	3210	5683	5853	6013
"RVCYZ001369"	29478	35777	25660	31991	29499	31186	29137	30744	25755	35921	32767	37498
"RVCYZ001370"	4108	4881	3555	2480	2139	2340	4427	4903	5862	6511	6188	7439
"RVCYZ001371"	428	573	420	351	258	246	675	1136	452	2174	2313	2562
"RVCYZ001372"	24674	31026	24103	15547	13105	14285	20484	21341	10865	9468	8119	8609
"RVCYZ001373"	18007	24116	18073	6434	5437	5435	18791	19487	24664	16601	13351	13689
"RVCYZ001374"	945	1199	703	750	597	447	1252	1780	3476	5051	5000	5503
"RVCYZ001375"	972	1057	817	743	656	646	1365	1708	1489	3634	3823	4103
"RVCYZ001376"	988	1045	725	560	503	385	1095	1648	621	2813	3159	3331
"RVCYZ001377"	1481	1779	1224	948	709	624	1942	2247	1621	2782	2985	3215
"RVCYZ001378"	2213	2558	1923	999	848	726	2484	3018	8035	7236	6282	7512
"RVCYZ001379"	418	381	382	275	277	243	502	845	342	1763	1946	2008
"RVCYZ001380"	903	1057	697	665	562	404	1173	1890	738	2992	3292	3409
"RVCYZ001381"	3817	4481	3776	3656	2803	3481	3856	3692	8327	4156	3625	4549
"RVCYZ001382"	5526	7382	6089	6354	5664	5403	4870	5448	14372	5162	4228	5240
"RVCYZ001383"	10738	13238	11398	11624	9894	10245	9414	10696	24157	9163	8669	9996
"RVCYZ001384"	1492	1867	1645	1463	1215	1346	1599	1701	2819	1381	1414	1199
"RVCYZ001385"	4202	4987	3553	2778	2378	2295	4240	4774	18491	11481	10558	11956
"RVCYZ001386"	1433	1629	1180	1154	1006	996	1534	2002	3100	5137	4661	4729
"RVCYZ001387"	2654	3292	2377	2544	2131	2115	2324	3217	3551	8087	7261	7188
"RVCYZ001388"	3781	4697	3536	3142	2419	2474	2761	3310	5038	7709	6205	6436
"RVCYZ001389"	2612	3713	2392	760	635	488	2688	3113	6434	7891	5874	5996
"RVCYZ001391"	5460	7016	5093	4903	4140	4351	5651	6544	4846	7087	6727	7271
"RVCYZ001392"	2039	2165	1587	1339	1178	1115	2157	3041	5415	4892	5195	5578
"RVCYZ001393"	1615	1899	1359	1103	975	986	1893	2606	3561	4820	5116	5734
"RVCYZ001394"	2206	2899	1834	1445	1250	978	2571	3938	2373	7148	7110	7150
"RVCYZ001395"	4080	5129	3473	2567	2038	1789	4091	5262	3150	6535	6917	6824
"RVCYZ001396"	8051	9988	6854	4923	3739	3860	7711	8726	7175	9686	8951	9453
"RVCYZ001397"	812	911	718	548	396	307	961	1565	1164	3012	3103	3176
"RVCYZ001398"	1498	1747	1167	1199	871	751	1794	2755	1258	5079	5472	5233
"RVCYZ001399"	800	640	388	543	360	256	798	1379	293	3548	3242	3836
"RVCYZ001400"	132	182	115	119	109	76	198	293	257	756	740	736
"RVCYZ001401"	546	720	456	257	205	172	699	829	3148	2166	1904	2050
"RVCYZ001402"	1710	1954	1777	634	553	500	1891	1976	6649	4670	4665	5697
"RVCYZ001403"	1596	2044	1480	1012	873	760	1959	2780	2574	4068	4485	4312
"RVCYZ001404"	3263	4126	2876	2039	1626	1636	3174	3850	6674	4759	4561	4587
"RVCYZ001405"	2272	3097	2119	1513	1110	1147	1891	2368	5504	2616	2268	2311
"RVCYZ001406"	3715	4600	3255	2752	2106	2097	4068	5574	4432	7457	7671	7638
"RVCYZ001407"	2141	2575	1766	1420	1114	999	2422	3686	1600	6216	6571	6550
"RVCYZ001408"	3129	3751	2686	1898	1714	1417	3129	4457	6583	7371	7547	7879
"RVCYZ001409"	91	85	72	58	56	55	77	148	58	280	270	338
"RVCYZ001410"	945	1221	682	838	699	462	1285	2305	218	4657	4888	4809
"RVCYZ001411"	3260	3857	2916	2354	2056	2256	3505	4094	9375	5197	5226	5551
"RVCYZ001412"	3165	3944	2707	2652	2172	2185	3100	3956	6381	4957	4847	5027
"RVCYZ001413"	1186	1401	965	845	700	544	1365	1910	4208	4804	4805	5086
"RVCYZ001414"	2385	2948	1930	1412	1115	1042	2874	3503	8026	6792	6671	7026
"RVCYZ001415"	7396	8792	6138	5540	4577	4623	6966	8635	28230	22525	20536	23035
"RVCYZ001416"	2053	2326	1573	1267	1058	967	2160	2913	6086	5888	6020	6393
"RVCYZ001417"	8742	10344	7187	5391	4515	4835	9830	11286	15597	20114	19405	21836
"RVCYZ001418"	1511	1749	1331	1048	846	872	1480	1901	2397	2893	2866	2966
"RVCYZ001419"	1629	1824	1127	1111	962	657	2074	3185	3469	7128	7435	7366
"RVCYZ001420"	2013	2309	1337	1584	1283	896	2346	3732	8877	10039	9601	9942
"RVCYZ001421"	5418	6712	5119	4107	3750	3823	6495	7936	14196	12208	12532	13544
"RVCYZ001422"	388	448	314	339	271	218	601	1041	135	2105	2395	2404
"RVCYZ001423"	260	194	141	129	126	74	236	382	154	839	826	1072
"RVCYZ001424"	1475	1589	1070	927	805	801	1444	2158	1515	3967	3929	4260
"RVCYZ001425"	2346	2834	2138	1565	1413	1221	2868	3939	8257	7848	8313	8569
"RVCYZ001426"	1185	1435	905	874	814	624	1491	2027	6060	5135	5087	5279
"RVCYZ001427"	932	1160	804	737	560	509	1058	1596	3437	3290	3442	3428
"RVCYZ001428"	914	1082	789	581	481	377	1013	1447	4612	3304	3366	3429
"RVCYZ001429"	4046	4757	3255	2804	2282	1975	5100	6736	9407	17315	16610	18453
"RVCYZ001430"	533	651	390	416	318	282	674	1218	1416	2783	2778	2989
"RVCYZ001431"	672	826	556	673	557	417	925	1608	1647	3279	3542	3499
"RVCYZ001432"	771	1050	822	592	537	620	1051	1332	3563	2322	2364	2351
"RVCYZ001433"	4964	6063	4914	3638	3255	3483	4923	5072	14750	6137	5960	6446
"RVCYZ001434"	10339	12856	10102	12180	11732	12033	10457	10388	34439	21269	20266	22691
"RVCYZ001435"	78018	106281	75913	56042	47811	52163	73033	71335	191303	87971	67415	71546
"RVCYZ001436"	1598	1921	1384	1067	873	658	1801	2724	5525	5340	5430	5765
"RVCYZ001437"	2068	2568	1767	1082	926	899	2131	2446	7921	4572	3980	4206
"RVCYZ001438"	1343	1541	996	970	702	689	1269	1778	1162	2831	2804	3070
"RVCYZ001439"	6537	7822	6055	4819	4329	4343	6372	7742	6949	11202	10554	11607
"RVCYZ001440"	11399	15599	11531	9345	7608	7928	9216	9865	11019	8480	6359	7155
"RVCYZ001441"	20540	28167	19639	15300	12149	13066	16020	17417	22469	17120	13198	13974
"RVCYZ001442"	66580	85056	61453	55083	44191	47470	54911	55527	75411	51647	40871	42968
"RVCYZ001443"	1624	1962	1246	1192	988	757	1749	3155	1027	5820	6770	6427
"RVCYZ001444"	6397	8078	6010	4484	3908	3762	7338	8832	2885	9427	10614	10227
"RVCYZ001445"	972	1149	837	698	620	501	1050	1703	4122	2984	3355	3232
"RVCYZ001446"	3139	3754	3187	1830	1657	1971	2999	3262	1829	3511	3255	3401
"RVCYZ001447"	9130	11959	9207	3980	3434	3854	9052	9356	9117	5588	4725	4597
"RVCYZ001448"	2780	3329	2315	1424	1164	1122	2746	3299	4471	4680	4767	4882
"RVCYZ001449"	28944	38239.6	29394.4	19944.7	16329.6	19377.9	31251.3	31442.6	22145.7	21699.4	18418.8	19614.1
"RVCYZ001450"	10467	13297	9113	8926	7414	7767	10104	12784	19056	18750	18617	18883
"RVCYZ001451"	1587	1695	1501	1081	922	862	1931	2414	6356	6057	5833	6167
"RVCYZ001452"	2391	2853	2120	1351	1071	1106	2577	2629	15477	5991	5040	5030
"RVCYZ001453"	5232	6431	5313	3859	3134	3202	5100	5877	25858	8752	7732	8658
"RVCYZ001454"	530	623	517	258	244	251	698	806	2693	1896	1725	1826
"RVCYZ001455"	1198	1428	977	366	350	271	1213	1413	11721	7436	5588	5582
"RVCYZ001457"	1370	1582	1141	900	721	656	1503	1998	6719	3910	3817	3998
"RVCYZ001458"	2239	2716	2063	1353	1220	1073	2579	3480	14787	6888	6848	7517
"RVCYZ001459"	6955	8669	6026	4882	3878	4100	7249	8335	59925	15898	13355	15850
"RVCYZ001460"	14057	17501	12597	7066	6039	5623	14352	17887	53880	23691	24155	26061
"RVCYZ001461"	6580	7929	5465	2744	2446	2145	6398	7999	69204	20285	18687	20419
"RVCYZ001462"	4178	4482	3458	1899	1585	1681	3832	4675	39783	6777	5935	7375
"RVCYZ001463"	2631	3328	2164	1458	1191	1144	3057	4133	20698	10067	9677	10505
"RVCYZ001464"	1995	2136	1629	1007	858	855	1933	2172	18099	5884	5474	6005
"RVCYZ001465"	1186	1263	973	617	583	509	1423	1921	11483	6511	6094	7061
"RVCYZ001466"	1611	1887	1462	1008	907	792	2071	2671	21047	7583	7195	8209
"RVCYZ001467"	3345	3993	2623	2414	2130	1947	3738	4768	37637	11973	10777	11512
"RVCYZ001468"	5191	6045	4714	3426	2955	2960	4922	5809	37324	10139	9136	10190
"RVCYZ001469"	4849	5654	4048	2457	2290	1964	5282	6895	39046	21266	18843	20208
"RVCYZ001470"	1518	1934	1216	1100	895	725	1725	2465	8725	6046	5632	5793
"RVCYZ001471"	136666	177748	122059	212838	172891	182283	145841	156658	580000	267614	211370	234043
"RVCYZ001472"	6204	7670	5468	4788	4110	4376	7063	8469	75832	28222	24654	24963
"RVCYZ001473"	6072	7085	4988	4065	3357	3230	6046	6544	26434	9656	9363	9836
"RVCYZ001474"	7045	8546	6650	4856	4337	4202	7190	9760	42967	22632	21878	22932
"RVCYZ001475"	784	1016	738	697	543	605	872	1176	8106	3530	3258	3258
"RVCYZ001476"	3146	3449	2459	1990	1573	1428	2951	4021	34548	13972	12024	14210
"RVCYZ001477"	2833	2892	2200	1803	1456	1405	2627	3180	35846	9560	8527	10052
"RVCYZ001478"	2445	3102	1981	1428	1211	909	2808	4185	29386	13043	12890	13046
"RVCYZ001479"	468	425	289	326	251	155	572	923	3052	2782	2737	3085
"RVCYZ001480"	2658	2976	2027	1916	1596	1239	3018	4787	16631	15017	14508	15921
"RVCYZ001481"	1301	1495	998	1060	892	674	1559	2416	3373	5250	5647	5875
"RVCYZ001482"	1486	1683	1080	1743	1360	1157	1361	2374	1475	4369	4239	4593
"RVCYZ001483"	925	1047	734	1080	822	677	1044	1651	517	2996	3074	3056
"RVCYZ001484"	924	1171	755	1033	854	756	1219	1848	623	3162	3376	3598
"RVCYZ001485"	1620	2037	1135	1293	1077	795	1917	3645	1756	7394	7915	7332
"RVCYZ001486"	649	886	469	586	450	306	993	1771	240	3482	4008	3723
"RVCYZ001487"	2235	2855	1838	2296	1948	1820	2871	4198	4848	8469	8478	8727
"RVCYZ001488"	1963	2453	1650	1233	1088	944	2532	3453	3396	5693	6123	6255
"RVCYZ001489"	1118	1282	934	901	782	715	1349	1709	2889	3398	3383	3447
"RVCYZ001490"	999	1257	735	810	641	461	1197	1893	2456	4321	4559	4473
"RVCYZ001491"	1336	1718	1037	1128	935	564	1877	3320	2150	7375	7971	8080
"RVCYZ001492"	873	1138	656	682	604	468	1242	2020	2601	4902	4890	5245
"RVCYZ001493"	582	669	401	457	381	281	723	1365	100	3233	3238	3181
"RVCYZ001495"	245	320	168	249	159	131	332	609	100	1552	1631	1461
"RVCYZ001496"	221	295	149	227	145	141	282	411	939	842	1034	961
"RVCYZ001497"	249	385	191	234	161	130	427	690	330	1639	1780	1622
"RVCYZ001498"	1657	2156	1273	1462	1173	818	2411	3939	1934	9041	9393	9286
"RVCYZ001499"	444	563	378	366	351	267	645	995	951	2554	2578	2676
"RVCYZ001500"	54	55	44	54	35	24	93	136	59	380	359	357
"RVCYZ001501"	2058	2441	1737	1763	1650	1542	2406	3228	22226	14751	13027	15258
"RVCYZ001502"	295	292	226	176	142	118	266	369	1897	1677	1178	1289
"RVCYZ001503"	98	52	56	69	53	24	101	143	152	407	392	360
"RVCYZ001504"	26	50	26	21	19	5	47	66	34	196	194	161
"RVCYZ001505"	105	111	65	70	43	32	120	229	171	593	704	519
"RVCYZ001506"	174	305	145	132	133	94	266	495	393	1084	1284	1088
"RVCYZ001507"	562	868	499	403	268	250	618	980	1158	2164	2257	1716
"RVCYZ001508"	717	1107	669	454	323	275	862	1207	4280	3165	3085	2538
"RVCYZ001509"	221	256	215	110	87	91	276	363	1666	1069	1193	965
"RVCYZ001510"	998	1273	714	639	531	373	1220	1904	1488	3988	4244	3643
"RVCYZ001511"	702	910	668	370	266	297	716	819	2265	1357	1001	1061
"RVCYZ001512"	911	1107	844	671	469	359	1072	1407	7129	4047	4017	3861
"RVCYZ001513"	336	357	314	133	87	74	294	494	981	711	590	653
"RVCYZ001514"	120	124	134	65	36	32	108	142	506	215	165	174
"RVCYZ001515"	222	231	123	181	147	92	253	380	782	977	1115	1050
"RVCYZ001516"	55	55	22	28	21	16	63	55	333	265	339	202
"RVCYZ001517"	78	139	80	145	111	102	85	183	1023	952	733	749
"RVCYZ001518"	197	296	157	174	137	82	284	490	66	1100	1151	1054
"RVCYZ001519"	314	454	293	290	186	175	494	825	774	1806	1893	1562
"RVCYZ001520"	1844	2363	1585	1795	1396	1480	1996	2749	7125	3465	3733	3815
"RVCYZ001521"	804	1080	599	548	486	321	983	1614	2802	3582	3634	3704
"RVCYZ001522"	700	842	530	504	430	327	952	1414	1593	3003	3298	3274
"RVCYZ001523"	3129	3795	2468	2266	1894	1443	4114	6665	15077	13200	14589	14939
"RVCYZ001524"	241	334.514	215	184	146	99	351	635	379	1497	1643	1572
"RVCYZ001525"	514	601.486	361	396	359	199	724	1232	432	2852	2937	2756
"RVCYZ001526"	1030	1155	924	509	477	440	920	1136	3266	3154	2684	2846
"RVCYZ001527"	1194	1423	984	807	680	528	1350	1583	7596	5570	5291	5872
"RVCYZ001528"	387	501	256	201	176	113	433	549	10323	4733	3862	3460
"RVCYZ001529"	613	739	476	429	386	384	672	1040	3306	3081	2981	2684
"RVCYZ001530"	716	982	577	612	412	320	958	1693	4417	6491	5840	5381
"RVCYZ001531"	23	18	13	15	22	7	26	27	52	133	133	126
"RVCYZ001532"	2425	2986	2228	1375	1186	1158	2806	3321	18377	6477	6558	7115
"RVCYZ001533"	10275	13054	11408	6998	6125	6483	11157	12288	29265	15368	14709	17254
"RVCYZ001534"	1075	1444	952	639	534	490	1252	1784	5157	3923	3901	3854
"RVCYZ001535"	1344	1636	1118	893	776	547	1660	2431	9638	5092	4678	5061
"RVCYZ001536"	1004	1254	934	714	633	602	1041	1306	5111	2206	2241	2423
"RVCYZ001537"	11062	14231	10233	5606	4707	4485	10239	12308	27252	12488	13128	13577
"RVCYZ001538"	5746	7803	5760	3314	2742	2586	6312	7674	26972	8805	9287	9320
"RVCYZ001539"	435	482	320	271	197	154	447	816	3230	1779	1939	1986
"RVCYZ001540"	1555	1904	1374	1066	952	713	1779	2669	20406	6737	6616	7433
"RVCYZ001541"	6645	8318	5925	4972	4087	4234	6230	7340	85712	18406	15770	17170
"RVCYZ001542"	3262	4064	2807	2178	1943	1595	3572	5029	19271	9301	9335	9692
"RVCYZ001543"	1350	1227	1416	817	867	764	1090	1127	17416	1399	1704	2074
"RVCYZ001544"	1364	1573	1184	756	678	655	1450	1574	20877	4233	3834	4692
"RVCYZ001545"	232	269	277	146	118	112	202	287	2518	607	634	752
"RVCYZ001546"	4683	5903	4129	2409	1910	1944	4575	5154	64493	14329	11699	13622
"RVCYZ001547"	2851	3271	2619	1844	1668	1731	3001	3529	40600	10274	9039	12217
"RVCYZ001549"	2245	2700	1670	1922	1567	1416	2235	3186	9583	7922	7525	7461
"RVCYZ001550"	1502	1890	1178	1045	892	601	1975	3319	7726	8663	8681	8496
"RVCYZ001551"	944	1078	669	648	571	375	1202	1928	8070	5165	5008	4753
"RVCYZ001552"	1401	1781	1390	794	656	589	1433	1767	10462	3785	3349	3342
"RVCYZ001553"	17096	20782	17305	11450	9900	11267	18300	18924	33707	8064	8362	9627
"RVCYZ001554"	2191	2671	1910	1288	1092	1084	2528	3607	11306	6710	6829	6695
"RVCYZ001555"	2415	2947	2071	1890	1508	1576	2399	3018	11714	5086	5011	4967
"RVCYZ001556"	853	978	609	562	538	353	1211	1832	3473	5474	5724	5701
"RVCYZ001557"	119	110	82	95	103	57	120	279	130	754	825	863
"RVCYZ001558"	55	47	21	45	20	26	79	125	180	478	405	463
"RVCYZ001559"	399	525	294	319	276	205	576	1103	642	2603	2651	2625
"RVCYZ001560"	168	173	117	121	94	72	182	294	356	1025	1000	938
"RVCYZ001561"	966	1259	889	822	650	556	1235	1847	3163	4911	4363	4764
"RVCYZ001562"	3496	4568	3381	2876	2520	2325	3953	4964	5388	11451	9982	10302
"RVCYZ001563"	1260	1636	986	994	776	539	1541	2730	2054	6107	6641	6384
"RVCYZ001564"	650	728	462	430	359	306	765	1165	1376	2849	2927	2717
"RVCYZ001565"	1185	1398	900	990	862	689	1605	2617	1761	5668	6134	6099
"RVCYZ001566"	1230	1605	1038	879	610	467	1540	2116	3715	3670	3971	4091
"RVCYZ001567"	37329	46406	33038	26727	21786	23425	34922	36680	81373	35955	31950	39343
"RVCYZ001568"	4900	5768	4098	2726	2279	2140	5304	6687	19662	13572	14232	15493
"RVCYZ001571"	882	1159	706	256	182	171	855	938	6032	2555	2292	2398
"RVCYZ001572"	1640	1932	1246	707	676	469	1926	2464	11598	11176	9395	9430
"RVCYZ001573"	602	718	450	271	214	177	645	980	5149	4230	3780	3726
"RVCYZ001575"	753	911	555	619	464	350	1078	1689	1849	3558	3971	3985
"RVCYZ001577"	4015.32	5087.98	4190.02	3121.93	2795.04	3130.94	4417.48	4846.94	696.641	2165.73	1830.68	1835.77
"RVCYZ001579"	5463.26	4953	3370.65	2893.57	2456.16	1856.61	5507	8410.78	33913	23517.8	19952.7	25527.8
"RVCYZ001581"	8657.64	10601.5	8222.55	6156.34	5344.4	5603.21	9164.23	9900.47	1939.68	3037.92	2846.54	2486.15
