locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000032	Protein Homology	CDS	34297	35256		+	0	ID=cds-pgaptmp_000032;Parent=gene-pgaptmp_000032;Name=extdb:pgaptmp_000032;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503910.1;locus_tag=pgaptmp_000032;product=D-2-hydroxyacid dehydrogenase;protein_id=extdb:pgaptmp_000032;transl_table=11	D-2-hydroxyacid dehydrogenase	742741.HMPREF9475_00030	4.7E-238	653	COG1052@1|root,COG1052@2|Bacteria,1TPCX@1239|Firmicutes,248UR@186801|Clostridia,21Y5B@1506553|Lachnoclostridium	186801|Clostridia	CH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family			1.1.1.29	ko:K00018	ko00260,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,map00260,map00630,map00680,map01100,map01110,map01120,map01130,map01200	M00346	R00717,R01388	RC00031,RC00042	ko00000,ko00001,ko00002,ko01000				2-Hacid_dh,2-Hacid_dh_C						K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]
pgaptmp_000033	Protein Homology	CDS	35514	36362		+	0	ID=cds-pgaptmp_000033;Parent=gene-pgaptmp_000033;Name=extdb:pgaptmp_000033;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503911.1;locus_tag=pgaptmp_000033;product=MurR/RpiR family transcriptional regulator;protein_id=extdb:pgaptmp_000033;transl_table=11	MurR/RpiR family transcriptional regulator	742741.HMPREF9475_00031	2.91E-193	537	COG1737@1|root,COG1737@2|Bacteria,1TR0N@1239|Firmicutes,25CE3@186801|Clostridia,223Z9@1506553|Lachnoclostridium	186801|Clostridia	K	SIS domain													HTH_6,SIS							
pgaptmp_000034	Protein Homology	CDS	36384	37523		+	0	ID=cds-pgaptmp_000034;Parent=gene-pgaptmp_000034;Name=extdb:pgaptmp_000034;Ontology_term=GO:0005524,GO:0008887;gbkey=CDS;go_function=ATP binding|0005524||IEA,glycerate kinase activity|0008887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297703.1;locus_tag=pgaptmp_000034;product=glycerate kinase;protein_id=extdb:pgaptmp_000034;transl_table=11	glycerate kinase	742741.HMPREF9475_00032	5.62E-274	749	COG1929@1|root,COG1929@2|Bacteria,1TPSI@1239|Firmicutes,249SH@186801|Clostridia,21Y5G@1506553|Lachnoclostridium	186801|Clostridia	G	Belongs to the glycerate kinase type-1 family	glxK		2.7.1.165	ko:K00865	ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130		R08572	RC00002,RC00428	ko00000,ko00001,ko01000				Gly_kinase						K00865	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]
pgaptmp_000035	Protein Homology	CDS	37682	39202		-	0	ID=cds-pgaptmp_000035;Parent=gene-pgaptmp_000035;Name=extdb:pgaptmp_000035;Ontology_term=GO:0006548,GO:0004397,GO:0005737;gbkey=CDS;gene=hutH;go_component=cytoplasm|0005737||IEA;go_function=histidine ammonia-lyase activity|0004397||IEA;go_process=L-histidine catabolic process|0006548||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297704.1;locus_tag=pgaptmp_000035;product=histidine ammonia-lyase;protein_id=extdb:pgaptmp_000035;transl_table=11	histidine ammonia-lyase	742741.HMPREF9475_00033	0	966	COG2986@1|root,COG2986@2|Bacteria,1TPCW@1239|Firmicutes,247XP@186801|Clostridia	186801|Clostridia	E	Histidine ammonia-lyase	hutH		4.3.1.3	ko:K01745	ko00340,ko01100,map00340,map01100	M00045	R01168	RC00361	ko00000,ko00001,ko00002,ko01000				Lyase_aromatic						K01745	hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]
pgaptmp_000036	Protein Homology	CDS	39462	40412		+	0	ID=cds-pgaptmp_000036;Parent=gene-pgaptmp_000036;Name=extdb:pgaptmp_000036;Ontology_term=GO:0009966,GO:0009975;gbkey=CDS;go_function=cyclase activity|0009975||IEA;go_process=regulation of signal transduction|0009966||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503914.1;locus_tag=pgaptmp_000036;product=diguanylate cyclase;protein_id=extdb:pgaptmp_000036;transl_table=11	diguanylate cyclase	742741.HMPREF9475_00034	3.53E-227	625	COG2199@1|root,COG2199@2|Bacteria,1VSE5@1239|Firmicutes,24G10@186801|Clostridia,21YQS@1506553|Lachnoclostridium	186801|Clostridia	T	PAS fold													GGDEF,HisKA_7TM,PAS_3,PAS_9							
pgaptmp_000037	Protein Homology	CDS	40563	43469		+	0	ID=cds-pgaptmp_000037;Parent=gene-pgaptmp_000037;Name=extdb:pgaptmp_000037;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503915.1;locus_tag=pgaptmp_000037;product=AAA family ATPase;protein_id=extdb:pgaptmp_000037;transl_table=11	AAA family ATPase	742741.HMPREF9475_00035	0	1904	COG3629@1|root,COG3899@1|root,COG3629@2|Bacteria,COG3899@2|Bacteria,1TR6V@1239|Firmicutes,24AA2@186801|Clostridia	186801|Clostridia	T	Bacterial transcriptional activator domain													AAA_16,BTAD,TPR_12,Trans_reg_C							
pgaptmp_000038	Protein Homology	CDS	43914	44378		+	0	ID=cds-pgaptmp_000038;Parent=gene-pgaptmp_000038;Name=extdb:pgaptmp_000038;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297710.1;locus_tag=pgaptmp_000038;product=DUF6179 domain-containing protein;protein_id=extdb:pgaptmp_000038;transl_table=11	DUF6179 domain-containing protein	658086.HMPREF0994_03329	6.87E-20	91.3	28I08@1|root,2ZBVK@2|Bacteria,1V2VU@1239|Firmicutes,25DBA@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score																				
pgaptmp_000039	Protein Homology	CDS	44501	45379		-	0	ID=cds-pgaptmp_000039;Parent=gene-pgaptmp_000039;Name=extdb:pgaptmp_000039;Ontology_term=GO:0019556,GO:0030409,GO:0030412;gbkey=CDS;gene=ftcD;go_function=glutamate formimidoyltransferase activity|0030409||IEA,formimidoyltetrahydrofolate cyclodeaminase activity|0030412||IEA;go_process=L-histidine catabolic process to glutamate and formamide|0019556||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503917.1;locus_tag=pgaptmp_000039;product=glutamate formimidoyltransferase;protein_id=extdb:pgaptmp_000039;transl_table=11	glutamate formimidoyltransferase	742741.HMPREF9475_00037	5.11E-208	575	COG3643@1|root,COG3643@2|Bacteria,1UYYH@1239|Firmicutes,24FG1@186801|Clostridia	186801|Clostridia	E	Formiminotransferase domain													FTCD,FTCD_N						K00603	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]
pgaptmp_000040	Protein Homology	CDS	45456	46022		-	0	ID=cds-pgaptmp_000040;Parent=gene-pgaptmp_000040;Name=extdb:pgaptmp_000040;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003505727.1;locus_tag=pgaptmp_000040;product=cyclodeaminase/cyclohydrolase family protein;protein_id=extdb:pgaptmp_000040;transl_table=11	cyclodeaminase/cyclohydrolase family protein	742741.HMPREF9475_00038	2.75E-124	355	COG3404@1|root,COG3404@2|Bacteria,1VVEM@1239|Firmicutes,24JAH@186801|Clostridia	186801|Clostridia	E	Formiminotransferase-cyclodeaminase													FTCD_C							
pgaptmp_000041	Protein Homology	CDS	46013	47281		-	0	ID=cds-pgaptmp_000041;Parent=gene-pgaptmp_000041;Name=extdb:pgaptmp_000041;Ontology_term=GO:0019556,GO:0016812,GO:0050480,GO:0005737;gbkey=CDS;gene=hutI;go_component=cytoplasm|0005737||IEA;go_function=hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in cyclic amides|0016812||IEA,imidazolonepropionase activity|0050480||IEA;go_process=L-histidine catabolic process to glutamate and formamide|0019556||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297711.1;locus_tag=pgaptmp_000041;product=imidazolonepropionase;protein_id=extdb:pgaptmp_000041;transl_table=11	imidazolonepropionase	742741.HMPREF9475_00039	9.33E-305	851	COG1228@1|root,COG1228@2|Bacteria,1TVY2@1239|Firmicutes,24D7Q@186801|Clostridia	186801|Clostridia	Q	Amidohydrolase family													Amidohydro_1,Amidohydro_3						K01468	hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]
pgaptmp_000042	Protein Homology	CDS	47368	49125		-	0	ID=cds-pgaptmp_000042;Parent=gene-pgaptmp_000042;Name=extdb:pgaptmp_000042;Ontology_term=GO:0016153;gbkey=CDS;go_function=urocanate hydratase activity|0016153||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503920.1;locus_tag=pgaptmp_000042;product=urocanate hydratase;protein_id=extdb:pgaptmp_000042;transl_table=11	urocanate hydratase	742741.HMPREF9475_00040	0	1193	COG2987@1|root,COG2987@2|Bacteria,1TPZ9@1239|Firmicutes,247YS@186801|Clostridia	186801|Clostridia	E	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	hutU		4.2.1.49	ko:K01712	ko00340,ko01100,map00340,map01100	M00045	R02914	RC00804	ko00000,ko00001,ko00002,ko01000				Urocanase,Urocanase_C,Urocanase_N						K01712	hutU, UROC1; urocanate hydratase [EC:4.2.1.49]
pgaptmp_000043	Protein Homology	CDS	49732	50922		+	0	ID=cds-pgaptmp_000043;Parent=gene-pgaptmp_000043;Name=extdb:pgaptmp_000043;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503921.1;locus_tag=pgaptmp_000043;product=M20 metallopeptidase family protein;protein_id=extdb:pgaptmp_000043;transl_table=11	M20 metallopeptidase family protein	742741.HMPREF9475_00041	1.54E-291	795	COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,248AH@186801|Clostridia,21YWS@1506553|Lachnoclostridium	186801|Clostridia	E	Psort location Cytoplasmic, score 8.87													M20_dimer,Peptidase_M20							
pgaptmp_000044	Protein Homology	CDS	50949	51338		+	0	ID=cds-pgaptmp_000044;Parent=gene-pgaptmp_000044;Name=extdb:pgaptmp_000044;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503922.1;locus_tag=pgaptmp_000044;product=hypothetical protein;protein_id=extdb:pgaptmp_000044;transl_table=11	hypothetical protein	742741.HMPREF9475_00042	2.48E-78	234	COG0786@1|root,COG0786@2|Bacteria	2|Bacteria	P	glutamate:sodium symporter activity													Glt_symporter							
pgaptmp_000045	Protein Homology	CDS	51371	52126		+	0	ID=cds-pgaptmp_000045;Parent=gene-pgaptmp_000045;Name=extdb:pgaptmp_000045;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503923.1;locus_tag=pgaptmp_000045;product=hypothetical protein;protein_id=extdb:pgaptmp_000045;transl_table=11	hypothetical protein	742741.HMPREF9475_00043	7.98E-164	460	COG0786@1|root,COG0786@2|Bacteria,1TS2B@1239|Firmicutes,24CRX@186801|Clostridia,220HE@1506553|Lachnoclostridium	186801|Clostridia	E	glutamate:sodium symporter activity																				
pgaptmp_000046	Protein Homology	CDS	52458	53846		+	0	ID=cds-pgaptmp_000046;Parent=gene-pgaptmp_000046;Name=extdb:pgaptmp_000046;Ontology_term=GO:0015297,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=antiporter activity|0015297||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003505730.1;locus_tag=pgaptmp_000046;product=MATE family efflux transporter;protein_id=extdb:pgaptmp_000046;transl_table=11	MATE family efflux transporter	742740.HMPREF9474_03943	0	878	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,247YX@186801|Clostridia,21Z29@1506553|Lachnoclostridium	186801|Clostridia	V	MviN-like protein													MatE	cc11824	MOP	MATE	multidrug efflux	2.A.66	K26937	dinF, mepA, vmrA; MATE family, multidrug efflux pump
pgaptmp_000047	Protein Homology	CDS	53880	55109		+	0	ID=cds-pgaptmp_000047;Parent=gene-pgaptmp_000047;Name=extdb:pgaptmp_000047;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503925.1;locus_tag=pgaptmp_000047;product=DUF4026 domain-containing protein;protein_id=extdb:pgaptmp_000047;transl_table=11	DUF4026 domain-containing protein	742741.HMPREF9475_00045	2.72E-303	826	COG0457@1|root,COG0457@2|Bacteria,1V031@1239|Firmicutes,24957@186801|Clostridia	186801|Clostridia	S	Protein of unknown function (DUF4026)													DUF2314,DUF4026							
pgaptmp_000048	Protein Homology	CDS	55270	56124		+	0	ID=cds-pgaptmp_000048;Parent=gene-pgaptmp_000048;Name=extdb:pgaptmp_000048;Ontology_term=GO:0016747;gbkey=CDS;go_function=acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297715.1;locus_tag=pgaptmp_000048;product=GNAT family N-acetyltransferase;protein_id=extdb:pgaptmp_000048;transl_table=11	GNAT family N-acetyltransferase	742740.HMPREF9474_03945	5.31E-206	569	COG0454@1|root,COG0456@2|Bacteria,1VEHB@1239|Firmicutes,24VSK@186801|Clostridia	186801|Clostridia	K	Acetyltransferase (GNAT) domain													Acetyltransf_10							
pgaptmp_000049	Protein Homology	CDS	56305	57408		-	0	ID=cds-pgaptmp_000049;Parent=gene-pgaptmp_000049;Name=extdb:pgaptmp_000049;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503927.1;locus_tag=pgaptmp_000049;product=alginate O-acetyltransferase AlgX-related protein;protein_id=extdb:pgaptmp_000049;transl_table=11	alginate O-acetyltransferase AlgX-related protein	742741.HMPREF9475_00047	7.98E-277	755	COG0457@1|root,COG0457@2|Bacteria,1V0II@1239|Firmicutes,24C9M@186801|Clostridia,21YBC@1506553|Lachnoclostridium	186801|Clostridia	S	SGNH hydrolase-like domain, acetyltransferase AlgX													ALGX,DHHW							
pgaptmp_000050	Protein Homology	CDS	57427	58839		-	0	ID=cds-pgaptmp_000050;Parent=gene-pgaptmp_000050;Name=extdb:pgaptmp_000050;Ontology_term=GO:0008374;gbkey=CDS;go_function=O-acyltransferase activity|0008374||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003525706.1;locus_tag=pgaptmp_000050;product=MBOAT family O-acyltransferase;protein_id=extdb:pgaptmp_000050;transl_table=11	MBOAT family O-acyltransferase	742741.HMPREF9475_00048	0	942	COG1696@1|root,COG1696@2|Bacteria,1TP52@1239|Firmicutes,248V4@186801|Clostridia,21YGN@1506553|Lachnoclostridium	186801|Clostridia	M	alginate O-acetylation protein AlgI K00680													MBOAT	cc11824	GUP		glycerol:proton symporter	2.A.50	K19294	algI; alginate O-acetyltransferase complex protein AlgI
pgaptmp_000051	Protein Homology	CDS	58891	61245		-	0	ID=cds-pgaptmp_000051;Parent=gene-pgaptmp_000051;Name=extdb:pgaptmp_000051;Ontology_term=GO:0007165,GO:0000155;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003503929.1;locus_tag=pgaptmp_000051;product=histidine kinase dimerization/phospho-acceptor domain-containing protein;protein_id=extdb:pgaptmp_000051;transl_table=11	histidine kinase dimerization/phospho-acceptor domain-containing protein	742741.HMPREF9475_00049	0	1511	COG5002@1|root,COG5002@2|Bacteria,1UM03@1239|Firmicutes,24F2S@186801|Clostridia,21Z7R@1506553|Lachnoclostridium	186801|Clostridia	T	His Kinase A (phospho-acceptor) domain													HATPase_c,HisKA							
pgaptmp_000052	Protein Homology	CDS	61270	61965		-	0	ID=cds-pgaptmp_000052;Parent=gene-pgaptmp_000052;Name=extdb:pgaptmp_000052;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007871169.1;locus_tag=pgaptmp_000052;product=response regulator transcription factor;protein_id=extdb:pgaptmp_000052;transl_table=11	response regulator transcription factor	742741.HMPREF9475_00050	1.76E-164	460	COG0745@1|root,COG0745@2|Bacteria,1TP9M@1239|Firmicutes,247TK@186801|Clostridia,21YQ2@1506553|Lachnoclostridium	186801|Clostridia	K	Psort location Cytoplasmic, score 9.98	phoP_1												Response_reg,Trans_reg_C							
pgaptmp_000053	Protein Homology	CDS	62759	63004		-	0	ID=cds-pgaptmp_000053;Parent=gene-pgaptmp_000053;Name=extdb:pgaptmp_000053;end_range=63004,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299251.1;locus_tag=pgaptmp_000053;partial=true;product=IS110 family transposase;protein_id=extdb:pgaptmp_000053;transl_table=11	IS110 family transposase	742741.HMPREF9475_04177	7.9E-48	163	COG3547@1|root,COG3547@2|Bacteria,1TQP6@1239|Firmicutes,248VD@186801|Clostridia,21ZH2@1506553|Lachnoclostridium	186801|Clostridia	L	transposase IS116 IS110 IS902 family													DEDD_Tnp_IS110,Transposase_20							
pgaptmp_000054	Protein Homology	CDS	64445	65407		+	0	ID=cds-pgaptmp_000054;Parent=gene-pgaptmp_000054;Name=extdb:pgaptmp_000054;Ontology_term=GO:0006633,GO:0004315,GO:0016746,GO:0033818;gbkey=CDS;go_function=3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,acyltransferase activity|0016746||IEA,beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003498436.1;locus_tag=pgaptmp_000054;product=beta-ketoacyl-ACP synthase III;protein_id=extdb:pgaptmp_000054;transl_table=11	beta-ketoacyl-ACP synthase III	742741.HMPREF9475_00051	2.05E-228	629	COG0332@1|root,COG0332@2|Bacteria,1TP0K@1239|Firmicutes,248V8@186801|Clostridia,21ZMU@1506553|Lachnoclostridium	186801|Clostridia	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH		2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004				ACP_syn_III,ACP_syn_III_C						K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
pgaptmp_000055	Protein Homology	CDS	65671	65904		+	0	ID=cds-pgaptmp_000055;Parent=gene-pgaptmp_000055;Name=extdb:pgaptmp_000055;Ontology_term=GO:0006633,GO:0000036;gbkey=CDS;gene=acpP;go_function=acyl carrier activity|0000036||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008397736.1;locus_tag=pgaptmp_000055;product=acyl carrier protein;protein_id=extdb:pgaptmp_000055;transl_table=11	acyl carrier protein	742741.HMPREF9475_00052	9.84E-45	145	COG0236@1|root,COG0236@2|Bacteria,1VEE3@1239|Firmicutes,24QME@186801|Clostridia,220S1@1506553|Lachnoclostridium	186801|Clostridia	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP			ko:K02078					ko00000,ko00001				PP-binding						K02078	acpP, acpM; acyl carrier protein
pgaptmp_000056	Protein Homology	CDS	65904	66839		+	0	ID=cds-pgaptmp_000056;Parent=gene-pgaptmp_000056;Name=extdb:pgaptmp_000056;Ontology_term=GO:0018580;gbkey=CDS;gene=fabK;go_function=nitronate monooxygenase activity|0018580||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003498433.1;locus_tag=pgaptmp_000056;product=enoyl-[acyl-carrier-protein] reductase FabK;protein_id=extdb:pgaptmp_000056;transl_table=11	enoyl-[acyl-carrier-protein] reductase FabK	742741.HMPREF9475_00053	7.25E-213	589	COG2070@1|root,COG2070@2|Bacteria,1TPC3@1239|Firmicutes,24831@186801|Clostridia,21Y8V@1506553|Lachnoclostridium	186801|Clostridia	S	Nitronate monooxygenase	fabK		1.3.1.9	ko:K02371	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000,ko01004			iHN637.CLJU_RS20775	NMO						K02371	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
pgaptmp_000057	Protein Homology	CDS	66970	67896		+	0	ID=cds-pgaptmp_000057;Parent=gene-pgaptmp_000057;Name=extdb:pgaptmp_000057;Ontology_term=GO:0006633,GO:0004314;gbkey=CDS;gene=fabD;go_function=[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003505739.1;locus_tag=pgaptmp_000057;product=ACP S-malonyltransferase;protein_id=extdb:pgaptmp_000057;transl_table=11	ACP S-malonyltransferase	742741.HMPREF9475_00054	1.47E-215	595	COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,247UF@186801|Clostridia,21XR4@1506553|Lachnoclostridium	186801|Clostridia	I	malonyl CoA-acyl carrier protein transacylase	fabD		2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004				Acyl_transf_1						K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
pgaptmp_000058	Protein Homology	CDS	67890	68630		+	0	ID=cds-pgaptmp_000058;Parent=gene-pgaptmp_000058;Name=extdb:pgaptmp_000058;Ontology_term=GO:0006633,GO:0004316,GO:0051287;gbkey=CDS;gene=fabG;go_function=3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity|0004316||IEA,NAD binding|0051287||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008726615.1;locus_tag=pgaptmp_000058;product=3-oxoacyl-[acyl-carrier-protein] reductase;protein_id=extdb:pgaptmp_000058;transl_table=11	3-oxoacyl-[acyl-carrier-protein] reductase	742741.HMPREF9475_00055	1.43E-166	466	COG1028@1|root,COG1028@2|Bacteria,1TP76@1239|Firmicutes,247PV@186801|Clostridia,21YUI@1506553|Lachnoclostridium	186801|Clostridia	IQ	COG COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	fabG		1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004				adh_short_C2						K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
