locus_tag	seqid_pgap	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_001544	contig52	Protein Homology	CDS	28473	29051		+	0	ID=cds-pgaptmp_001544;Parent=gene-pgaptmp_001544;Name=extdb:pgaptmp_001544;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016372758.1;locus_tag=pgaptmp_001544;product=TetR/AcrR family transcriptional regulator;protein_id=extdb:pgaptmp_001544;transl_table=11	TetR/AcrR family transcriptional regulator	543734.LCABL_00850	2.87E-137	388	COG1309@1|root,COG1309@2|Bacteria,1V9ST@1239|Firmicutes,4HP6S@91061|Bacilli,3F5J7@33958|Lactobacillaceae	91061|Bacilli	K	Bacterial regulatory proteins, tetR family													TetR_N							
pgaptmp_001545	contig52	Protein Homology	CDS	29173	29547		+	0	ID=cds-pgaptmp_001545;Parent=gene-pgaptmp_001545;Name=extdb:pgaptmp_001545;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003572957.1;locus_tag=pgaptmp_001545;product=hypothetical protein;protein_id=extdb:pgaptmp_001545;transl_table=11	hypothetical protein																											
pgaptmp_001546	contig52	Protein Homology	CDS	29531	30253		-	0	ID=cds-pgaptmp_001546;Parent=gene-pgaptmp_001546;Name=extdb:pgaptmp_001546;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003562651.1;locus_tag=pgaptmp_001546;product=hypothetical protein;protein_id=extdb:pgaptmp_001546;transl_table=11	hypothetical protein	543734.LCABL_00860	3.61E-157	442	2BJ44@1|root,32DD4@2|Bacteria,1U7J0@1239|Firmicutes,4IHFT@91061|Bacilli,3F9SG@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_001547	contig52	Protein Homology	CDS	30471	30980		+	0	ID=cds-pgaptmp_001547;Parent=gene-pgaptmp_001547;Name=extdb:pgaptmp_001547;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003562652.1;locus_tag=pgaptmp_001547;product=hypothetical protein;protein_id=extdb:pgaptmp_001547;transl_table=11	hypothetical protein																											
pgaptmp_001548	contig52	Protein Homology	CDS	31473	32240		-	0	ID=cds-pgaptmp_001548;Parent=gene-pgaptmp_001548;Name=extdb:pgaptmp_001548;Ontology_term=GO:0009089,GO:0008839;gbkey=CDS;gene=dapB;go_function=4-hydroxy-tetrahydrodipicolinate reductase|0008839||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003597025.1;locus_tag=pgaptmp_001548;product=4-hydroxy-tetrahydrodipicolinate reductase;protein_id=extdb:pgaptmp_001548;transl_table=11	4-hydroxy-tetrahydrodipicolinate reductase	543734.LCABL_00960	1.05E-177	495	COG0289@1|root,COG0289@2|Bacteria,1TR9D@1239|Firmicutes,4HA5X@91061|Bacilli,3F3MA@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000			iYO844.BSU22490	DapB_C,DapB_N						K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
pgaptmp_001549	contig52	Protein Homology	CDS	32237	33142		-	0	ID=cds-pgaptmp_001549;Parent=gene-pgaptmp_001549;Name=extdb:pgaptmp_001549;Ontology_term=GO:0009089,GO:0008840;gbkey=CDS;gene=dapA;go_function=4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019897466.1;locus_tag=pgaptmp_001549;product=4-hydroxy-tetrahydrodipicolinate synthase;protein_id=extdb:pgaptmp_001549;transl_table=11	4-hydroxy-tetrahydrodipicolinate synthase	543734.LCABL_00970	7.03E-215	593	COG0329@1|root,COG0329@2|Bacteria,1TPCK@1239|Firmicutes,4H9K9@91061|Bacilli,3F4UH@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA		4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000				DHDPS						K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
pgaptmp_001550	contig52	Protein Homology	CDS	33286	34437		-	0	ID=cds-pgaptmp_001550;Parent=gene-pgaptmp_001550;Name=extdb:pgaptmp_001550;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019897468.1;locus_tag=pgaptmp_001550;product=N-acetyldiaminopimelate deacetylase;protein_id=extdb:pgaptmp_001550;transl_table=11	N-acetyldiaminopimelate deacetylase	543734.LCABL_00980	4.32E-280	765	COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,4H9SG@91061|Bacilli,3F419@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the conversion of N-acetyl-diaminopimelate to diaminopimelate and acetate	hipO	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046451,GO:0050118,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.1.47	ko:K05823	ko00300,ko01100,ko01110,ko01230,map00300,map01100,map01110,map01230	M00525	R02733	RC00064,RC00300	ko00000,ko00001,ko00002,ko01000,ko01002				M20_dimer,Peptidase_M20						K05823	dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]
pgaptmp_001551	contig52	Protein Homology	CDS	34445	35149		-	0	ID=cds-pgaptmp_001551;Parent=gene-pgaptmp_001551;Name=extdb:pgaptmp_001551;Ontology_term=GO:0009089,GO:0047200;gbkey=CDS;gene=dapD;go_function=tetrahydrodipicolinate N-acetyltransferase activity|0047200||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003562662.1;locus_tag=pgaptmp_001551;product=2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase;protein_id=extdb:pgaptmp_001551;transl_table=11	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase	543734.LCABL_00990	8.87E-116	337	COG2171@1|root,COG2171@2|Bacteria,1TQUJ@1239|Firmicutes,4H9KY@91061|Bacilli,3F3U0@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the transfer of an acetyl group from acetyl- CoA to tetrahydrodipicolinate	dapH		2.3.1.117,2.3.1.89	ko:K00674,ko:K05822	ko00300,ko01100,ko01110,ko01120,ko01230,map00300,map01100,map01110,map01120,map01230	M00016,M00525	R04364,R04365	RC00004,RC01136	ko00000,ko00001,ko00002,ko01000			iYO844.BSU14180	DapH_N,Hexapep						K05822	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]
pgaptmp_001552	contig52	Protein Homology	CDS	35160	36506		-	0	ID=cds-pgaptmp_001552;Parent=gene-pgaptmp_001552;Name=extdb:pgaptmp_001552;Ontology_term=GO:0009089,GO:0008836;gbkey=CDS;gene=lysA;go_function=diaminopimelate decarboxylase activity|0008836||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016364927.1;locus_tag=pgaptmp_001552;product=diaminopimelate decarboxylase;protein_id=extdb:pgaptmp_001552;transl_table=11	diaminopimelate decarboxylase	543734.LCABL_01000	0	883	COG0019@1|root,COG0019@2|Bacteria,1TPE9@1239|Firmicutes,4H9XW@91061|Bacilli,3F3VJ@33958|Lactobacillaceae	91061|Bacilli	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA		4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000				Orn_Arg_deC_N,Orn_DAP_Arg_deC						K01586	lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
pgaptmp_001553	contig52	Protein Homology	CDS	37150	38529		+	0	ID=cds-pgaptmp_001553;Parent=gene-pgaptmp_001553;Name=extdb:pgaptmp_001553;Ontology_term=GO:0009089,GO:0004072;gbkey=CDS;go_function=aspartate kinase activity|0004072||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016364928.1;locus_tag=pgaptmp_001553;product=aspartate kinase;protein_id=extdb:pgaptmp_001553;transl_table=11	aspartate kinase	543734.LCABL_01010	0	890	COG0527@1|root,COG0527@2|Bacteria,1TPQJ@1239|Firmicutes,4HAEP@91061|Bacilli,3F48V@33958|Lactobacillaceae	91061|Bacilli	E	Belongs to the aspartokinase family	lysC	GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.4	ko:K00928	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R00480	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000			iYO844.BSU03790	AA_kinase,ACT,ACT_7						K00928	lysC; aspartate kinase [EC:2.7.2.4]
pgaptmp_001554	contig52	Protein Homology	CDS	38531	39538		+	0	ID=cds-pgaptmp_001554;Parent=gene-pgaptmp_001554;Name=extdb:pgaptmp_001554;Ontology_term=GO:0009089,GO:0008837;gbkey=CDS;gene=dapF;go_function=diaminopimelate epimerase activity|0008837||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012490803.1;locus_tag=pgaptmp_001554;product=diaminopimelate epimerase;protein_id=extdb:pgaptmp_001554;transl_table=11	diaminopimelate epimerase	543734.LCABL_01020	2.23E-235	648	COG0253@1|root,COG0253@2|Bacteria,1TPMN@1239|Firmicutes,4HBH4@91061|Bacilli,3F4F7@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan	dapF	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.7	ko:K01778	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00527	R02735	RC00302	ko00000,ko00001,ko00002,ko01000				DAP_epimerase						K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]
pgaptmp_001555	contig52	Protein Homology	CDS	39542	40600		+	0	ID=cds-pgaptmp_001555;Parent=gene-pgaptmp_001555;Name=extdb:pgaptmp_001555;Ontology_term=GO:0008652,GO:0004073,GO:0016620,GO:0051287;gbkey=CDS;go_function=aspartate-semialdehyde dehydrogenase activity|0004073||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NAD binding|0051287||IEA;go_process=amino acid biosynthetic process|0008652||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010490069.1;locus_tag=pgaptmp_001555;product=aspartate-semialdehyde dehydrogenase;protein_id=extdb:pgaptmp_001555;transl_table=11	aspartate-semialdehyde dehydrogenase	543734.LCABL_01030	1.13E-248	683	COG0136@1|root,COG0136@2|Bacteria,1TPC6@1239|Firmicutes,4HA9H@91061|Bacilli,3F4S9@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd		1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000				Semialdhyde_dh,Semialdhyde_dhC						K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
pgaptmp_001556	contig52	Protein Homology	CDS	40796	41173		+	0	ID=cds-pgaptmp_001556;Parent=gene-pgaptmp_001556;Name=extdb:pgaptmp_001556;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019897474.1;locus_tag=pgaptmp_001556;product=hypothetical protein;protein_id=extdb:pgaptmp_001556;transl_table=11	hypothetical protein	543734.LCABL_01040	8.13E-82	242	29PM4@1|root,30AVT@2|Bacteria,1U75Z@1239|Firmicutes,4IH0M@91061|Bacilli,3F90S@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_001557	contig52	Protein Homology	CDS	41510	42565		+	0	ID=cds-pgaptmp_001557;Parent=gene-pgaptmp_001557;Name=extdb:pgaptmp_001557;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF017810.6;locus_tag=pgaptmp_001557;product=DUF916 and DUF3324 domain-containing protein;protein_id=extdb:pgaptmp_001557;transl_table=11	DUF916 and DUF3324 domain-containing protein	1122147.AUEH01000036_gene143	0.00000000161	64.7	2BMDU@1|root,32FYA@2|Bacteria,1U7TJ@1239|Firmicutes,4IHR1@91061|Bacilli,3FA5Q@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function C-terminal (DUF3324)													DUF3324							
pgaptmp_001558	contig52	Protein Homology	CDS	42586	43464		+	0	ID=cds-pgaptmp_001558;Parent=gene-pgaptmp_001558;Name=extdb:pgaptmp_001558;Ontology_term=GO:0005524,GO:0016887,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: protein motif:HMM:NF012235.6;locus_tag=pgaptmp_001558;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_001558;transl_table=11	ABC transporter ATP-binding protein	938289.CAJN020000002_gene759	3.35E-53	180	COG1131@1|root,COG1131@2|Bacteria,1UQMC@1239|Firmicutes,24ITJ@186801|Clostridia	186801|Clostridia	V	ATPases associated with a variety of cellular activities				ko:K01990		M00254			ko00000,ko00002,ko02000	3.A.1			ABC_tran	ll11825	ABC	binding	daunorubicin	3.A.1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein
pgaptmp_001559	contig52	GeneMarkS-2+	CDS	43530	44024		+	0	ID=cds-pgaptmp_001559;Parent=gene-pgaptmp_001559;Name=extdb:pgaptmp_001559;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_001559;product=hypothetical protein;protein_id=extdb:pgaptmp_001559;transl_table=11	hypothetical protein	1122147.AUEH01000038_gene55	2.66E-13	74.3	29Q3A@1|root,30B1Y@2|Bacteria,1U7EA@1239|Firmicutes,4IHA5@91061|Bacilli,3F9GM@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_001560	contig52	Protein Homology	CDS	44139	44265		-	1	ID=cds-pgaptmp_001560;Parent=gene-pgaptmp_001560;Name=extdb:pgaptmp_001560;Ontology_term=GO:0015074;end_range=44265,.;gbkey=CDS;go_process=DNA integration|0015074||IEA;inference=COORDINATES: protein motif:HMM:NF024729.6;locus_tag=pgaptmp_001560;partial=true;product=IS3 family transposase;protein_id=extdb:pgaptmp_001560;transl_table=11	IS3 family transposase	1123500.ATUU01000001_gene167	8.85E-19	82.8	COG2801@1|root,COG2801@2|Bacteria,1TU21@1239|Firmicutes,4HDK4@91061|Bacilli	91061|Bacilli	L	COG2801 Transposase and inactivated derivatives	is18												HTH_21,rve,rve_3							
pgaptmp_002209	contig67_(reversed)	Protein Homology	CDS	294	977		+	0	ID=cds-pgaptmp_002209;Parent=gene-pgaptmp_002209;Name=extdb:pgaptmp_002209;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010490996.1;locus_tag=pgaptmp_002209;product=IS6 family transposase;protein_id=extdb:pgaptmp_002209;transl_table=11	IS6 family transposase	1045004.OKIT_0514	1.97E-159	447	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,4AXG2@81850|Leuconostocaceae	91061|Bacilli	L	DDE domain	tnp1216			ko:K07498					ko00000				DDE_Tnp_IS240						K07498	K07498; putative transposase
pgaptmp_002210	contig67_(reversed)	Protein Homology	CDS	1238	1954		+	0	ID=cds-pgaptmp_002210;Parent=gene-pgaptmp_002210;Name=extdb:pgaptmp_002210;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003587133.1;locus_tag=pgaptmp_002210;product=nitroreductase family protein;protein_id=extdb:pgaptmp_002210;transl_table=11	nitroreductase family protein	1291743.LOSG293_360100	6.14E-173	482	COG0778@1|root,COG0778@2|Bacteria,1UB8S@1239|Firmicutes,4HEGP@91061|Bacilli,3F4IY@33958|Lactobacillaceae	91061|Bacilli	C	nitroreductase	nfrA		1.5.1.38	ko:K19285	ko00740,ko01100,map00740,map01100		R05706	RC00126	ko00000,ko00001,ko01000				Nitroreductase						K19285	nfrA1; FMN reductase (NADPH) [EC:1.5.1.38]
pgaptmp_002211	contig67_(reversed)	Protein Homology	CDS	2047	2244		+	0	ID=cds-pgaptmp_002211;Parent=gene-pgaptmp_002211;Name=extdb:pgaptmp_002211;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF025321.6;locus_tag=pgaptmp_002211;product=type I toxin-antitoxin system Fst family toxin;protein_id=extdb:pgaptmp_002211;transl_table=11	type I toxin-antitoxin system Fst family toxin																											
pgaptmp_002212	contig67_(reversed)	Protein Homology	CDS	2330	2914		+	0	ID=cds-pgaptmp_002212;Parent=gene-pgaptmp_002212;Name=extdb:pgaptmp_002212;Ontology_term=GO:0006310,GO:0015074,GO:0000150,GO:0003677;gbkey=CDS;go_function=DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA,DNA integration|0015074||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014567995.1;locus_tag=pgaptmp_002212;product=recombinase family protein;protein_id=extdb:pgaptmp_002212;transl_table=11	recombinase family protein	334390.LAF_0674	5.12E-132	375	COG1961@1|root,COG1961@2|Bacteria,1TQAX@1239|Firmicutes,4HCFF@91061|Bacilli,3F429@33958|Lactobacillaceae	91061|Bacilli	L	Helix-turn-helix domain of Hin and related proteins, a family of DNA-binding domains unique to bacteria and represented by the Hin protein of Salmonella. The basic HTH domain is a simple fold comprised of three core helices that form a right-handed	pinR1												HTH_7,Resolvase							
pgaptmp_002213	contig67_(reversed)	Protein Homology	CDS	3020	3706		+	0	ID=cds-pgaptmp_002213;Parent=gene-pgaptmp_002213;Name=extdb:pgaptmp_002213;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003679899.1;locus_tag=pgaptmp_002213;product=IS6 family transposase;protein_id=extdb:pgaptmp_002213;transl_table=11	IS6 family transposase	1246.JMEA01000020_gene750	3.84E-162	454	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,4AXG2@81850|Leuconostocaceae	91061|Bacilli	L	DDE domain	tnp1216			ko:K07498					ko00000				DDE_Tnp_IS240						K07498	K07498; putative transposase
pgaptmp_002214	contig67_(reversed)	Protein Homology	CDS	3804	4085		+	0	ID=cds-pgaptmp_002214;Parent=gene-pgaptmp_002214;Name=extdb:pgaptmp_002214;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF046294.2;locus_tag=pgaptmp_002214;product=Mu transposase domain-containing protein;protein_id=extdb:pgaptmp_002214;transl_table=11	Mu transposase domain-containing protein	913848.AELK01000266_gene2547	1.21E-41	147	COG4584@1|root,COG4584@2|Bacteria,1UYND@1239|Firmicutes,4IRAQ@91061|Bacilli,3FBNE@33958|Lactobacillaceae	91061|Bacilli	L	Integrase core domain													rve							
pgaptmp_002215	contig67_(reversed)	Protein Homology	CDS	4093	4830		+	0	ID=cds-pgaptmp_002215;Parent=gene-pgaptmp_002215;Name=extdb:pgaptmp_002215;Ontology_term=GO:0005524;gbkey=CDS;gene=istB;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005688200.1;locus_tag=pgaptmp_002215;product=IS21-like element helper ATPase IstB;protein_id=extdb:pgaptmp_002215;transl_table=11	IS21-like element helper ATPase IstB	913848.AELK01000208_gene2710	2.69E-130	375	COG1484@1|root,COG1484@2|Bacteria,1TPPI@1239|Firmicutes,4HD0T@91061|Bacilli,3FB7E@33958|Lactobacillaceae	91061|Bacilli	L	Bacterial dnaA  protein													IstB_IS21							
